number,id,city,city-fa,country-sh,country,
44301,2994891,Maze,مارپیچ,FR,France,
44302,2994901,Mazan,مازان,FR,France,
44303,2994902,Mazamet,مزامت,FR,France,
44304,2994928,Mayet,مایت,FR,France,
44305,2994951,Maxeville,ماکسویل,FR,France,
44306,2994958,Mauze-Thouarsais,Mauze-Thouarsais,FR,France,
44307,2994959,Mauze-sur-le-Mignon,ماز-سور-لو-مینیون,FR,France,
44308,2994981,Mauves-sur-Loire,بالادل-لوار,FR,France,
44309,2994992,Maussane-les-Alpilles,Maussane-les-Alpilles,FR,France,
44310,2995003,Maurs,خمیر,FR,France,
44311,2995009,Mauron,مورون,FR,France,
44312,2995024,Mauriac,موریاک,FR,France,
44313,2995054,Maureillas-las-Illas,Maureillas-las-Illas,FR,France,
44314,2995058,Maure-de-Bretagne,مور دو برتن,FR,France,
44315,2995059,Maurecourt,مورکور,FR,France,
44316,2995104,Maulevrier,مولیور,FR,France,
44317,2995107,Mauleon-Licharre,Mauleon-Licharre,FR,France,
44318,2995110,Maule,ماول,FR,France,
44319,2995146,Maubourguet,مابورگو,FR,France,
44320,2995189,Mathay,متيماتيك,FR,France,
44321,2995226,Massieux,ماسيو,FR,France,
44322,2995269,Masny,ماسنی,FR,France,
44323,2995270,Masnieres,ماسیرها,FR,France,
44324,2995281,Masevaux,مازوو,FR,France,
44325,2995324,Marzy,حاشیه دار,FR,France,
44326,2995351,Martres-Tolosane,مارتس-تولوسان,FR,France,
44327,2995385,Martillac,مارتيلاك,FR,France,
44328,2995398,Martigne-Ferchaud,مارتینی-فرچه,FR,France,
44329,2995438,Marssac-sur-Tarn,Marssac-sur-Tarn,FR,France,
44330,2995454,Marsilly,مارسیلی,FR,France,
44331,2995456,Marsillargues,مارسیارگو,FR,France,
44332,2995471,Marseillan,مارسی,FR,France,
44333,2995489,Marsannay-la-Cote,Marsannay-la-Cote,FR,France,
44334,2995532,Marquise,مارکیز,FR,France,
44335,2995536,Marquette-lez-Lille,مارکت-لز-لیل,FR,France,
44336,2995550,Marpent,مارپن,FR,France,
44337,2995563,Maromme,مارومم,FR,France,
44338,2995569,Marolles-les-Braults,Marolles-les-Braults,FR,France,
44339,2995571,Marolles-en-Hurepoix,Marolles-en-Hurepoix,FR,France,
44340,2995586,Maroeuil,ماروئیل,FR,France,
44341,2995606,Marnaz,مارناز,FR,France,
44342,2995622,Marmoutier,مارموتیه,FR,France,
44343,2995647,Marmagne,مارماهی,FR,France,
44344,2995653,Marly-la-Ville,مارلی لا ویل,FR,France,
44345,2995656,Marly,مارلی,FR,France,
44346,2995669,Marles-les-Mines,Marles-les-Mines,FR,France,
44347,2995673,Marlenheim,مارلهیم,FR,France,
44348,2995675,Marle,مارل,FR,France,
44349,2995702,Marines,تفنگداران دریایی,FR,France,
44350,2995734,Marigny,مارنی,FR,France,
44351,2995744,Marignier,مارنیه,FR,France,
44352,2995782,Marguerittes,مارگریت,FR,France,
44353,2995790,Margny-les-Compiegne,مارینی-کومنینی,FR,France,
44354,2995806,Margency,نيابت سلطنت,FR,France,
44355,2995823,Mareuil-sur-Lay-Dissais,Mareuil-sur-Lay-Dissais,FR,France,
44356,2995854,Marennes,مارنس,FR,France,
44357,2995861,Mareil-Marly,ماریل مارلی,FR,France,
44358,2995887,Mardie,ماردی,FR,France,
44359,2995933,Marcoing,مارکو کردن,FR,France,
44360,2995936,Marckolsheim,مارکلشایم,FR,France,
44361,2995938,Marck,مارک,FR,France,
44362,2995950,Marcilly-en-Villette,مارلی ویلت,FR,France,
44363,2995983,Marcigny,مارکینی,FR,France,
44364,2995991,Marchiennes,مارچین,FR,France,
44365,2996074,Marboz,ماربوز,FR,France,
44366,2996089,Maraussan,ماراوسان,FR,France,
44367,2996103,Marans,ماران,FR,France,
44368,2996106,Marange-Silvange,Marange-Silvange,FR,France,
44369,2996186,Manom,مانوم,FR,France,
44370,2996236,Manduel,ماندوئل,FR,France,
44371,2996241,Mandres-les-Roses,Mandres-les-Roses,FR,France,
44372,2996298,Malzeville,مالزویل,FR,France,
44373,2996306,Malville,مالویل,FR,France,
44374,2996397,Mallemort,مالمورت,FR,France,
44375,2996408,Malissard,مالیسارد,FR,France,
44376,2996420,Malicorne-sur-Sarthe,مالیکورن-سور-سارت,FR,France,
44377,2996440,Malestroit,مالسترویت,FR,France,
44378,2996448,Malemort-sur-Correze,مالمورت سور کورز,FR,France,
44379,2996492,Malaunay,مالائونی,FR,France,
44380,2996495,Malaucene,مالوسن,FR,France,
44381,2996505,Malansac,مالاناساک,FR,France,
44382,2996538,Maizieres-les-Metz,ماییاز-متز,FR,France,
44383,2996559,Maisse,مایس,FR,France,
44384,2996628,Maisdon-sur-Sevre,منصور-سوسور,FR,France,
44385,2996645,Mainvilliers,نگه ‌ دارنده,FR,France,
44386,2996653,Maintenon,ماینتنون,FR,France,
44387,2996660,Maing,مایینگ,FR,France,
44388,2996674,Maincy,نگه داشتن,FR,France,
44389,2996687,Mailly-le-Camp,Mailly-le-Camp,FR,France,
44390,2996711,Maillane,میلین,FR,France,
44391,2996722,Maignelay-Montigny,Maignelay-Montigny,FR,France,
44392,2996727,Maiche,مایچه,FR,France,
44393,2996752,Magny-les-Hameaux,مگنی لس هامو,FR,France,
44394,2996755,Magny-le-Hongre,مگنی لو هونکر,FR,France,
44395,2996798,Magne,مگن,FR,France,
44396,2996802,Magnanville,ماگانایل,FR,France,
44397,2996807,Magnac-sur-Touvre,مگناک سور-توور,FR,France,
44398,2996810,Magnac-Laval,مگناک-لاوال,FR,France,
44399,2996814,Magland,مگلند,FR,France,
44400,2996819,Magenta,ارغوانی,FR,France,
44401,2996823,Magalas,ماگالاس,FR,France,
44402,2996901,Macheren,مکرن,FR,France,
44403,2996918,Macau,ماکائو,FR,France,
44404,2996927,Lys-lez-Lannoy,ال-لوز-لوز-لوز,FR,France,
44405,2996957,Luzy,لوزی,FR,France,
44406,2996963,Luzinay,لوزینای,FR,France,
44407,2996982,Luzarches,هزارهها,FR,France,
44408,2996986,Luynes,لوینس,FR,France,
44409,2996995,Luxeuil-les-Bains,Luxeuil-les-Bains,FR,France,
44410,2997010,Lutterbach,لوترباخ,FR,France,
44411,2997044,Lussac-les-Chateaux,لوساک لس شاتو,FR,France,
44412,2997058,Lusignan,لوسیگنان,FR,France,
44413,2997076,Lure,طعمه,FR,France,
44414,2997104,LUnion,اتحاد جماهیر شوروی,FR,France,
44415,2997112,Luneray,Luneray,FR,France,
44416,2997113,Lunel-Viel,لونل-ویل,FR,France,
44417,2997142,Lumbres,لومبرس,FR,France,
44418,2997148,Luisant,لوئيزه,FR,France,
44419,2997158,Lugrin,لوک پوزخندی زد,FR,France,
44420,2997184,Ludres,لودرس,FR,France,
44421,2997210,Lucon,لوکون,FR,France,
44422,2997248,Lucciana,لوچیانا,FR,France,
44423,2997262,Luc-la-Primaube,لوک-لا-پریمایوب,FR,France,
44424,2997271,Lubersac,لوبرساک,FR,France,
44425,2997295,Lozanne,لوزان,FR,France,
44426,2997297,Loyettes,لوت ها,FR,France,
44427,2997316,Louvroil,لوورویل,FR,France,
44428,2997317,Louvres,لوور,FR,France,
44429,2997331,Louvigne-du-Desert,صحرای لووان دو,FR,France,
44430,2997345,Louverne,لوورن,FR,France,
44431,2997351,Louveciennes,لویزینس,FR,France,
44432,2997371,Loury,خنده دار,FR,France,
44433,2997397,Lourches,چاقوها,FR,France,
44434,2997439,Louhans,لوهان,FR,France,
44435,2997456,Loue,لویی هیجدهم,FR,France,
44436,2997457,Loudun,لودون,FR,France,
44437,2997465,Loudeac,لوداک,FR,France,
44438,2997493,Loubert,لامبرت,FR,France,
44439,2997511,Louargat,لاکتگات,FR,France,
44440,2997514,Louannec,لوانک,FR,France,
44441,2997547,Lorris,لوریس,FR,France,
44442,2997569,Loriol-sur-Drome,لوریول-سور-دروم,FR,France,
44443,2997570,Loriol-du-Comtat,Loriol-du-Comtat,FR,France,
44444,2997581,Lorgues,لورگ,FR,France,
44445,2997590,Lorette,لورت,FR,France,
44446,2997616,Loperhet,لوپرهت,FR,France,
44447,2997619,Loos-en-Gohelle,لوس ان گوله,FR,France,
44448,2997621,Loon-Plage,Loon-Plage,FR,France,
44449,2997628,Lons,لون ها,FR,France,
44450,2997638,Longwy,لانگی,FR,France,
44451,2997644,Longvic,لونگویچ,FR,France,
44452,2997646,Longuyon,لونگوئه,FR,France,
44453,2997670,Longuenesse,طولانی بودن,FR,France,
44454,2997676,Longueil-Annel,Longueil-Annel,FR,France,
44455,2997681,Longueau,لونگو,FR,France,
44456,2997698,Longpont-sur-Orge,لانگ پونت ورث,FR,France,
44457,2997700,Longperrier,Longperrier,FR,France,
44458,2997716,Longeville-les-Saint-Avold,Longeville-les-Saint-Avold,FR,France,
44459,2997717,Longeville-les-Metz,لانگ بایل متز,FR,France,
44460,2997722,Longeville-sur-Mer,لونگویل سور سور,FR,France,
44461,2997775,Longages,لانگ باتم,FR,France,
44462,2997792,Lompret,لومبات,FR,France,
44463,2997804,Lombron,لومبارون,FR,France,
44464,2997841,Loison-sous-Lens,لنز Loison-sous,FR,France,
44465,2997875,Loire-sur-Rhone,لوار-رُن-رُن,FR,France,
44466,2997936,Lodeve,Lodeve,FR,France,
44467,2997943,Loctudy,Loctudy,FR,France,
44468,2997956,Locon,محل محل,FR,France,
44469,2997957,Locoal-Mendon,لوکال-مندون,FR,France,
44470,2997959,Locmiquelic,لوکمیکولیک,FR,France,
44471,2997961,Locmine,محل محل,FR,France,
44472,2998027,Lizy-sur-Ourcq,لیزی-سور-اورک,FR,France,
44473,2998055,Livry-sur-Seine,Livry-sur-Seine,FR,France,
44474,2998059,Livron-sur-Drome,لیویرون-سورسون,FR,France,
44475,2998078,Liverdun,لایردون,FR,France,
44476,2998081,Livarot,لیپلیت,FR,France,
44477,2998102,Lissieu,لیسیو,FR,France,
44478,2998105,Lisses,لیس,FR,France,
44479,2998136,LIsle-dAbeau,LIsle-dAbeau,FR,France,
44480,2998140,LIsle-Adam,. لیزا-ادام,FR,France,
44481,2998165,Lire,لیر,FR,France,
44482,2998167,Lipsheim,لیپاله,FR,France,
44483,2998209,Linselles,لینسل,FR,France,
44484,2998251,Linas,لیناس,FR,France,
44485,2998252,Linars,خطوط,FR,France,
44486,2998264,Limoux,لیمو,FR,France,
44487,2998269,Limours,لیمو,FR,France,
44488,2998277,Limonest,سنگ اهک,FR,France,
44489,2998312,Limas,لیماس,FR,France,
44490,2998320,Lillers,لیلر,FR,France,
44491,2998322,Lillebonne,لیلون,FR,France,
44492,2998330,LIle-Rousse,لیله روس,FR,France,
44493,2998340,Liguge,لیگوژ,FR,France,
44494,2998343,Ligueil,لیگوئیل,FR,France,
44495,2998404,Ligne,Ligne,FR,France,
44496,2998409,Lignan-sur-Orb,Lignan-sur-Orb,FR,France,
44497,2998423,Liffre,لیفر,FR,France,
44498,2998425,Liffol-le-Grand,Liffol-le-Grand,FR,France,
44499,2998439,Lieusaint,لیوون مقدس!,FR,France,
44500,2998520,Libercourt,لیبراچی,FR,France,
44501,2998532,Liancourt,لیانکورت,FR,France,
44502,2998622,Lherm,لرم,FR,France,
44503,2998654,Lezennes,لزنز,FR,France,
44504,2998660,Lezay,لزای,FR,France,
44505,2998661,Lezat-sur-Leze,لزات سور سوره,FR,France,
44506,2998709,Lexy,لکسی,FR,France,
44507,2998714,Lewarde,لئود,FR,France,
44508,2998718,Levroux,لوروکس,FR,France,
44509,2998830,Levier,لویر,FR,France,
44510,2998856,Leves,سطوح,FR,France,
44511,2998862,Le Versoud,لو ورسود,FR,France,
44512,2998879,Vernet,ورنت,FR,France,
44513,2998917,Levens,لونز,FR,France,
44514,2998933,Le Vaudreuil,لو وودرویل,FR,France,
44515,2998998,Valdahon,والسلام,FR,France,
44516,2999002,Leval,سطوح له,FR,France,
44517,2999012,Le Val,لو وال,FR,France,
44518,2999020,Leuville-sur-Orge,لوویل-سور-اورژ,FR,France,
44519,2999046,Leucate,Leucate,FR,France,
44520,2999093,Le Treport,Ticker اخبارComment,FR,France,
44521,2999126,Le Trait,لو صفت,FR,France,
44522,2999131,Le Touvet,ناهمتا وت,FR,France,
44523,2999163,Le Tignet,تور ماهیگیری,FR,France,
44524,2999180,Le Thor,لو ثور,FR,France,
44525,2999182,Le Tholonet,لو تولونه,FR,France,
44526,2999186,Le Thillay,لو تیلای,FR,France,
44527,2999205,Le Theil-Bocage,لو Theil-Bocage,FR,France,
44528,2999259,Le Teil,لو تیل,FR,France,
44529,2999290,Le Tallud,لو تالود,FR,France,
44530,2999391,Les Vans,ون لس,FR,France,
44531,2999485,Les Touches,لس تاچ,FR,France,
44532,2999572,Les Sorinieres,لس سورینیرس,FR,France,
44533,2999649,Les Salles-du-Gardon,لس سالگدو گاردون,FR,France,
44534,2999706,Les Rousses,لس روس,FR,France,
44535,2999725,Les Rosiers-sur-Loire,لس روزیرز-لوار,FR,France,
44536,2999742,Les Roches-de-Condrieu,لس روش دو کاندریو,FR,France,
44537,2999838,Lesquin,لسکوین,FR,France,
44538,2999908,Les Ponts-de-Ce,لس پونتس-Ce,FR,France,
44539,2999976,Lespinasse,لسپیناس,FR,France,
44540,2999981,Lespignan,لسپيگن,FR,France,
44541,2999982,Les Pieux,لس پیو,FR,France,
44542,3000090,Le Sourn,لو سورن,FR,France,
44543,3000139,Le Soler,لو سولر,FR,France,
44544,3000165,Les Noes-pres-Troyes,لس تورز-ترو@-@ بله,FR,France,
44545,3000174,Lesneven,لسنون,FR,France,
44546,3000400,Les Marches,Les Marches,FR,France,
44547,3000446,Les Lucs-sur-Boulogne,Les Lucs-sur-Boulogne,FR,France,
44548,3000519,Les Landes-Genusson,لس لاندز-جنوسون,FR,France,
44549,3000602,Lesigny,لئامت,FR,France,
44550,3000622,Les Houches,لس هاوش,FR,France,
44551,3000674,Les Hautes-Rivieres,Les Hautes-Rivieres,FR,France,
44552,3001020,Les Forges,لس فورجس,FR,France,
44553,3001051,Les Fins,لس فینز,FR,France,
44554,3001126,Les Essarts-le-Roi,لس Essarts-le-Roi,FR,France,
44555,3001134,Les Essarts,لس اسارت,FR,France,
44556,3001157,Les Epesses,Les Epesses,FR,France,
44557,3001386,Les Clouzeaux,لس کلوزو,FR,France,
44558,3001698,Les Brouzils,لس بروزیل,FR,France,
44559,3002057,Les Avenieres,لس اونیرس,FR,France,
44560,3002138,Les Arcs,لس کمان,FR,France,
44561,3002158,Les Angles,لس انجلز,FR,France,
44562,3002172,Les Andelys,لس اندلیس,FR,France,
44563,3002185,Les Allues,Les Allues,FR,France,
44564,3002237,Les Abrets,لس ابرتس,FR,France,
44565,3002247,Lery,لری,FR,France,
44566,3002256,Le Russey,لو روسی,FR,France,
44567,3002271,Le Rove,لو روو,FR,France,
44568,3002280,Le Rouret,لو روت,FR,France,
44569,3002351,Le Rheu,لو رئو,FR,France,
44570,3002357,Le Revest-les-Eaux,لو Revest-les-Eaux,FR,France,
44571,3002373,Le Relecq-Kerhuon,Le Relecq-Kerhuon,FR,France,
44572,3002401,Le Raincy,لو رنسی,FR,France,
44573,3002420,Le Quesnoy,لولهConstellation name (optional,FR,France,
44574,3002443,Le Puy-Sainte-Reparade,Le Puy-Sainte-Reparade,FR,France,
44575,3002510,Le Pradet,لو پرادت,FR,France,
44576,3002520,Le Pouzin,لو پوزین,FR,France,
44577,3002534,Le Pouliguen,لو پولیگن,FR,France,
44578,3002547,Le Port-Marly,لو پورت مارلی,FR,France,
44579,3002551,Le Portel,پورتل پورتل,FR,France,
44580,3002586,Le Pont-de-Beauvoisin,لو پونت دو بووازین,FR,France,
44581,3002620,Le Poire-sur-Vie,لو پوار-سور-وی,FR,France,
44582,3002626,Le Poinconnet,لو پوانکونت,FR,France,
44583,3002654,Le Plessis-Pate,Le Plessis-Pate,FR,France,
44584,3002669,Le Plessis-Grammoire,لوپلسیس-گرامور,FR,France,
44585,3002679,Le Plessis-Bouchard,لوپلسیس-بوچارد,FR,France,
44586,3002680,Le Plessis-Belleville,لوپلسیس-بلویل,FR,France,
44587,3002918,Petit-Couronne,پیت کورون,FR,France,
44588,3002967,Le Perray-en-Yvelines,Le Perray-en-Yvelines,FR,France,
44589,3002981,Le Pellerin,لوپلرین,FR,France,
44590,3002986,Le Pechereau,لو پچرو,FR,France,
44591,3002988,Le Peage-de-Roussillon,لو پژ د روسیلون,FR,France,
44592,3003042,Le Pallet,لو پالت,FR,France,
44593,3003044,Le Palais-sur-Vienne,لو پالاس سور وین,FR,France,
44594,3003045,Le Palais,پا پا پا پا ،,FR,France,
44595,3003074,Lentilly,عدسی,FR,France,
44596,3003101,Le Nouvion-en-Thierache,لو نوین ان تیراچ,FR,France,
44597,3003127,Le Neubourg,لا نو بورگ ،,FR,France,
44598,3003136,Lencloitre,لنكلوئیتر,FR,France,
44599,3003148,Le Muy,لو موی,FR,France,
44600,3003316,Le Molay-Littry,لو مولای-لیتری,FR,France,
44601,3003359,Le Mesnil-Saint-Denis,Le Mesnil-Saint-Denis,FR,France,
44602,3003375,Le Mesnil-le-Roi,لو مسنیل-ل-روی,FR,France,
44603,3003393,Le Mesnil-en-Thelle,Le Mesnil-en-Thelle,FR,France,
44604,3003514,Le May-sur-Evre,Le May-sur-Evre,FR,France,
44605,3003647,Le Lude,لو لود,FR,France,
44606,3003650,Le Luc,له لو لو,FR,France,
44607,3003656,Le Louroux-Beconnais,لو لور - بكون,FR,France,
44608,3003661,Le Loroux-Bottereau,لو لورو-بوترو,FR,France,
44609,3003672,Le Longeron,لو لونگرون,FR,France,
44610,3003713,Le Lavandou,لو لاواندو,FR,France,
44611,3003730,Le Landreau,لو لاندرو,FR,France,
44612,3003773,Le Houlme,لو هولم,FR,France,
44613,3003777,Lehon,لهون,FR,France,
44614,3003874,Leguevin,لگووین,FR,France,
44615,3003893,Le Gua,لو گوا,FR,France,
44616,3003918,Le Grau-du-Roi,لو گراو دو روی,FR,France,
44617,3003986,Le Grand-Luce,لو گراند لوس,FR,France,
44618,3003991,Le Grand-Lemps,لو گراند-لمپس,FR,France,
44619,3004041,Le Grand-Bornand,لو گراند-برناند,FR,France,
44620,3004078,Gond-Pontouvre,گوند-پونتوور,FR,France,
44621,3004114,Lege,لگه,FR,France,
44622,3004138,Le Fuilet,لو فویلت,FR,France,
44623,3004213,Leforest,جنگل جنگلی,FR,France,
44624,3004222,Le Folgoet,لو فولگو,FR,France,
44625,3004244,Leffrinckoucke,لفرینکوکو,FR,France,
44626,3004258,Le Fenouiller,لو فنویلر,FR,France,
44627,3004304,Le Faouet,لو فائو,FR,France,
44628,3004314,Leers,لرها,FR,France,
44629,3004334,Le Dorat,لو دورات,FR,France,
44630,3004381,Lectoure,سخنرانی,FR,France,
44631,3004398,Le Crotoy,لو کروتویی,FR,France,
44632,3004418,Le Croisic,لو کروزیک,FR,France,
44633,3004434,Le Cres,لو کرس,FR,France,
44634,3004444,Lecousse,لکوس,FR,France,
44635,3004464,Le Coudray-Montceaux,لو کودری-مونتسو,FR,France,
44636,3004471,Le Coudray,لو کودری,FR,France,
44637,3004492,Le Coteau,لو کوتو,FR,France,
44638,3004513,Le Conquet,لو کانکت,FR,France,
44639,3004608,Le Cheylas,لو چیلاس,FR,France,
44640,3004609,Le Cheylard,لو چیلارد,FR,France,
44641,3004698,Le Chatelet-en-Brie,لو Chatelet-en-Brie,FR,France,
44642,3004775,Le Chambon-Feugerolles,Le Chambon-Feugerolles,FR,France,
44643,3004811,Le Cendre,لو سندره,FR,France,
44644,3004813,Le Cellier,لو سلیر,FR,France,
44645,3004814,Lecelles,لکل,FR,France,
44646,3004838,Le Castellet,لو کاستلت,FR,France,
44647,3004866,Le Cap dAgde,لو کپ dAgde,FR,France,
44648,3004870,Le Cannet-des-Maures,Le Cannet-des-Maures,FR,France,
44649,3004891,Le Cailar,لو قاهلار,FR,France,
44650,3005001,Le Breuil,لو بروئیل,FR,France,
44651,3005081,Le Bourget-du-Lac,لو بورژ دو لاک,FR,France,
44652,3005082,Le Bourget,لو بورژ,FR,France,
44653,3005099,Le Boupere,لو بوپره,FR,France,
44654,3005102,el Volo,ال ولو,FR,France,
44655,3005182,Le Bosc-Roger-en-Roumois,لو بوس-راجر-ان-رومویس,FR,France,
44656,3005202,Le Bono,لو بونو,FR,France,
44657,3005218,Le Bois-Plage-en-Re,Le Bois-Plage-en-Re,FR,France,
44658,3005270,Le Blanc,لو بلان,FR,France,
44659,3005282,Le Bignon,لو بینون,FR,France,
44660,3005364,Le Barcares,لو بارکارس,FR,France,
44661,3005397,Lay-Saint-Christophe,Lay-Saint-Christophe,FR,France,
44662,3005422,La Wantzenau,لا وانتزناو,FR,France,
44663,3005435,La Voulte-sur-Rhone,لا ولت سور رون,FR,France,
44664,3005524,La Ville-du-Bois,La Ville-du-Bois,FR,France,
44665,3005540,La Ville-aux-Dames,La Ville-aux-Dames,FR,France,
44666,3005632,Laverune,لاورون,FR,France,
44667,3005639,La Verriere,لا واریره,FR,France,
44668,3005640,La Verrie,لا وری,FR,France,
44669,3005651,La Verpilliere,لا وراپیلیر,FR,France,
44670,3005696,Laventie,لاونتی,FR,France,
44671,3005712,Lavelanet,لاولانت,FR,France,
44672,3005735,Lavaur,لاواور,FR,France,
44673,3005775,Lavans-les-Saint-Claude,Lavans-les-Saint-Claude,FR,France,
44674,3005932,Lauwin-Planque,لاوین-پلانک,FR,France,
44675,3005966,Lauris,لوریس,FR,France,
44676,3006035,Launaguet,لوناگو,FR,France,
44677,3006056,Laudun-lArdoise,Laudun-lArdoise,FR,France,
44678,3006089,La Turbie,لا توربی,FR,France,
44679,3006090,La Turballe,لا توربله,FR,France,
44680,3006131,La Tronche,لا ترونش,FR,France,
44681,3006152,La Trinite,لا ترینیت,FR,France,
44682,3006170,La Tremblade,لا ترمبلید,FR,France,
44683,3006183,La Tranche-sur-Mer,لا ترانش-سور-مر,FR,France,
44684,3006202,La Tour-du-Pin,لا تور دو پین,FR,France,
44685,3006205,La Tour-du-Crieu,La Tour-du-Crieu,FR,France,
44686,3006207,La Tour-de-Salvagny,La Tour-de-Salvagny,FR,France,
44687,3006215,Latour-Bas-Elne,Latour-Bas-Elne,FR,France,
44688,3006285,La Tessoualle,لا تسوئال,FR,France,
44689,3006293,La Terrasse,لا تراس,FR,France,
44690,3006320,La Talaudiere,لا تالودیر,FR,France,
44691,3006330,La Suze-sur-Sarthe,La Suze-sur-Sarthe,FR,France,
44692,3006380,Lassay-les-Chateaux,لاسی لس شاتو,FR,France,
44693,3006387,La Souterraine,La Souterraine,FR,France,
44694,3006430,La Sentinelle,لا سنتینل,FR,France,
44695,3006454,La Seguiniere,لا سگوینیر,FR,France,
44696,3006502,La Saussaye,لا سوسای,FR,France,
44697,3006531,La Salvetat-Saint-Gilles,La Salvetat-Saint-Gilles,FR,France,
44698,3006690,La Roquette-sur-Siagne,La Roquette-sur-Siagne,FR,France,
44699,3006701,la Roca dAlbera,la Roca dAlbera,FR,France,
44700,3006704,La Roquebrussanne,لا روکربروسان,FR,France,
44701,3006755,La Rochette,لا روشت,FR,France,
44702,3006758,La Rochette,لا روشت,FR,France,
44703,3006770,La Roche-sur-Foron,لا روش سور فورون,FR,France,
44704,3006793,La Rochefoucauld,لا روشفوکو,FR,France,
44705,3006798,La Roche-de-Glun,لا روش دو گلون,FR,France,
44706,3006806,La Roche-Blanche,لا روش-بلانش,FR,France,
44707,3006876,Larmor-Plage,لارمور-پلاژ,FR,France,
44708,3006889,La Riviere-de-Corps,La Riviere-de-Corps,FR,France,
44709,3006928,La Riche,لا ریشه,FR,France,
44710,3006929,La Richardais,لا ریچاردیس,FR,France,
44711,3006930,La Ricamarie,لا ریکاماری,FR,France,
44712,3006958,Largentiere,لارگنتره,FR,France,
44713,3006979,La Reole,لا رئول,FR,France,
44714,3007017,Lardy,لاردی,FR,France,
44715,3007048,Larcay,لارسی,FR,France,
44716,3007064,La Ravoire,لا راوار,FR,France,
44717,3007082,Laragne-Monteglin,لاراگ-مونتگلین,FR,France,
44718,3007102,La Queue-en-Brie,La Queue-en-Brie,FR,France,
44719,3007116,Lapugnoy,لاپوگنوی,FR,France,
44720,3007160,Lapoutroie,لاپوتروی,FR,France,
44721,3007195,La Possonniere,La Possonniere,FR,France,
44722,3007213,La Pommeraye,لا پومرایی,FR,France,
44723,3007259,La Planche,لا پلانش,FR,France,
44724,3007262,La Plaine-sur-Mer,لا پلین سور مر,FR,France,
44725,3007327,Lapeyrouse-Fossat,لاپیروز-فوسات,FR,France,
44726,3007401,La Penne-sur-Huveaune,La Penne-sur-Huveaune,FR,France,
44727,3007451,Lapalud,لاپالود,FR,France,
44728,3007488,Lanveoc,لانوئوک,FR,France,
44729,3007496,Lanvallay,لانوالای,FR,France,
44730,3007539,Lans-en-Vercors,Lans-en-Vercors,FR,France,
44731,3007541,Lansargues,Lansargues,FR,France,
44732,3007582,La Norville,لا نورویل,FR,France,
44733,3007610,Lannilis,لانیلیس,FR,France,
44734,3007622,Lannemezan,لان مزان,FR,France,
44735,3007637,Lanmeur,لانمور,FR,France,
44736,3007663,Languidic,لانگوئیدیک,FR,France,
44737,3007666,Langueux,لانگو,FR,France,
44738,3007680,Langres,لانگرس,FR,France,
44739,3007687,Langonnet,لانگ نت,FR,France,
44740,3007693,Langoiran,لانگوران,FR,France,
44741,3007694,Langogne,لانگن,FR,France,
44742,3007715,Langlade,لنگلاد,FR,France,
44743,3007780,Laneuveville-devant-Nancy,Laneuveville-devant-Nancy,FR,France,
44744,3007830,Landrecies,توهین به زمین,FR,France,
44745,3007858,Landevant,لندوانت,FR,France,
44746,3007873,Landeronde,لاندروند,FR,France,
44747,3007903,Landas,لانداس,FR,France,
44748,3007912,Lancon-Provence,لانكون-پرووانس,FR,France,
44749,3007957,La Mure,لا مور,FR,France,
44750,3007963,La Mulatiere,لا مولتیه,FR,France,
44751,3007970,Lampertheim,لمپرتهایم,FR,France,
44752,3007972,Lampaul-Plouarzel,لامپول-پلورزل,FR,France,
44753,3007973,Lampaul-Guimiliau,لامپول-گیمیلیاو,FR,France,
44754,3007998,La Motte-Servolex,La Motte-Servolex,FR,France,
44755,3008020,Lamotte-Beuvron,لاموت- بوورون,FR,France,
44756,3008037,La Motte,لا موت,FR,France,
44757,3008052,La Mothe-Achard,لا موت-اچارد,FR,France,
44758,3008074,Lamorlaye,لامورلی,FR,France,
44759,3008096,La Montagne,La Montagne,FR,France,
44760,3008107,La Monnerie-le-Montel,La Monnerie-le-Montel,FR,France,
44761,3008133,La Milesse,لا مایلسه,FR,France,
44762,3008140,La Meziere,لا مزار,FR,France,
44763,3008166,La Menitre,لا منیتر,FR,France,
44764,3008177,La Membrolle-sur-Choisille,La Membrolle-sur-Choisille,FR,France,
44765,3008189,La Meignanne,La Meignanne,FR,France,
44766,3008198,Lambres-lez-Douai,Lambres-lez-Douai,FR,France,
44767,3008208,Lambesc,لامبسک,FR,France,
44768,3008225,Lamballe,لامبال,FR,France,
44769,3008249,Lamastre,لاماستر,FR,France,
44770,3008321,Lamalou-les-Bains,لامالو-له-باین,FR,France,
44771,3008353,La Mailleraye-sur-Seine,لا میلرای سور سن,FR,France,
44772,3008391,La Machine,لا ماشین,FR,France,
44773,3008418,La Loupe,لا لوپ,FR,France,
44774,3008426,La Longueville,لا لونگوئیل,FR,France,
44775,3008432,La Londe-les-Maures,La Londe-les-Maures,FR,France,
44776,3008463,Lallaing,لالینگ,FR,France,
44777,3008469,Lalinde,لالیند,FR,France,
44778,3008539,La Lande-de-Fronsac,La Lande-de-Fronsac,FR,France,
44779,3008607,La Jarrie,لا جاری,FR,France,
44780,3008611,La Jarne,لا ژارن,FR,France,
44781,3008662,Lailly-en-Val,Lailly-en-Val,FR,France,
44782,3008680,Laigneville,لاگنویل,FR,France,
